id,date,home_team,home_team_score,visit_team,visit_team_score
400900382,2017-03-12,Indiana,102,Miami Heat,98
400900402,2017-03-15,Miami Heat,120,New Orleans,112
400900420,2017-03-17,Miami Heat,123,Minnesota,105
400900436,2017-03-19,Miami Heat,104,Portland,115
400900448,2017-03-21,Miami Heat,112,Phoenix,97
400900463,2017-03-23,Miami Heat,84,Toronto,101
400900488,2017-03-26,Boston,112,Miami Heat,108
400900502,2017-03-28,Detroit,96,Miami Heat,97
400900510,2017-03-29,NY Knicks,88,Miami Heat,105
400900528,2017-03-31,Miami Heat,94,NY Knicks,98
400899444,2017-04-02,Miami Heat,113,Denver,116
400900543,2017-04-05,Charlotte,99,Miami Heat,112
400900558,2017-04-07,Toronto,96,Miami Heat,94
400900570,2017-04-08,Washington,103,Miami Heat,106
400900583,2017-04-10,Miami Heat,124,Cleveland,121
400900599,2017-04-12,Miami Heat,110,Washington,102
400899378,2017-10-26,Orlando Magic,96,Miami,108
400899454,2017-10-28,Detroit,108,Orlando Magic,82
400899479,2017-10-29,Cleveland,105,Orlando Magic,99
400899496,2017-11-01,Philadelphia,101,Orlando Magic,103
400899515,2017-11-03,Orlando Magic,102,Sacramento,94
400899531,2017-11-05,Orlando Magic,88,Washington,86
400899546,2017-11-07,Chicago,112,Orlando Magic,80
400899559,2017-11-09,Orlando Magic,107,Minnesota,123
400899574,2017-11-11,Orlando Magic,74,Utah,87
400899591,2017-11-13,Oklahoma City,117,Orlando Magic,119
400899595,2017-11-14,Indiana,88,Orlando Magic,69
400899609,2017-11-16,Orlando Magic,89,New Orleans,82
400899637,2017-11-19,Orlando Magic,95,Dallas,87
400899654,2017-11-21,Milwaukee,93,Orlando Magic,89
400899664,2017-11-23,Orlando Magic,87,Phoenix,92
400899676,2017-11-25,Orlando Magic,91,Washington,94
400899698,2017-11-27,Orlando Magic,96,Milwaukee,104
400899714,2017-11-29,San Antonio,83,Orlando Magic,95
400899392,2017-12-01,Memphis,95,Orlando Magic,94
400899443,2017-12-02,Philadelphia,88,Orlando Magic,105
400899742,2017-12-04,Detroit,92,Orlando Magic,98
400899757,2017-12-06,Washington,116,Orlando Magic,124
400899764,2017-12-07,Orlando Magic,87,Boston,117
400899779,2017-12-09,Charlotte,109,Orlando Magic,88
400899789,2017-12-10,Orlando Magic,113,Denver,121
400899811,2017-12-13,Atlanta,120,Orlando Magic,131
400899818,2017-12-14,Orlando Magic,108,LA,113
400899832,2017-12-16,Orlando Magic,118,Brooklyn,111
400899851,2017-12-18,Orlando Magic,79,Toronto,109
400899864,2017-12-20,Miami,130,Orlando Magic,136
400899880,2017-12-22,NY Knicks,106,Orlando Magic,95
400899885,2017-12-23,Orlando Magic,109,Los Angeles,90
400899904,2017-12-26,Orlando Magic,112,Memphis,102
400899919,2017-12-28,Orlando Magic,101,Charlotte,120
400899383,2017-01-01,Indiana,117,Orlando Magic,104
400899414,2017-01-02,NY Knicks,103,Orlando Magic,115
400899951,2017-01-04,Orlando Magic,92,Atlanta,111
400899966,2017-01-06,Orlando Magic,93,Houston,100
400899988,2017-01-08,Los Angeles,111,Orlando Magic,95
400900005,2017-01-11,LA,105,Orlando Magic,96
400900019,2017-01-13,Portland,109,Orlando Magic,115
400900025,2017-01-14,Utah,114,Orlando Magic,107
400900038,2017-01-16,Denver,125,Orlando Magic,112
400900052,2017-01-18,New Orleans,118,Orlando Magic,98
400900064,2017-01-20,Orlando Magic,112,Milwaukee,96
400900082,2017-01-22,Orlando Magic,98,Golden State,118
400900098,2017-01-24,Orlando Magic,92,Chicago,100
400900118,2017-01-27,Boston,128,Orlando Magic,98
400900136,2017-01-29,Toronto,113,Orlando Magic,114
400900141,2017-01-30,Minnesota,111,Orlando Magic,105
400899366,2017-02-01,Orlando Magic,88,Indiana,98
400900151,2017-02-03,Orlando Magic,102,Toronto,94
400900161,2017-02-04,Atlanta,113,Orlando Magic,86
400900185,2017-02-07,Houston,128,Orlando Magic,104
400900200,2017-02-09,Orlando Magic,111,Philadelphia,112
400900219,2017-02-11,Dallas,112,Orlando Magic,80
400900228,2017-02-13,Miami,107,Orlando Magic,116
400900240,2017-02-15,Orlando Magic,79,San Antonio,107
400900256,2017-02-23,Orlando Magic,103,Portland,112
400900273,2017-02-25,Orlando Magic,105,Atlanta,86
400899364,2017-03-01,Orlando Magic,90,NY Knicks,101
400900306,2017-03-03,Orlando Magic,110,Miami,99
400900325,2017-03-05,Washington,115,Orlando Magic,114
400900330,2017-03-06,Orlando Magic,105,NY Knicks,113
400900344,2017-03-08,Orlando Magic,98,Chicago,91
400900360,2017-03-10,Charlotte,121,Orlando Magic,81
400900372,2017-03-11,Orlando Magic,104,Cleveland,116
400900392,2017-03-13,Sacramento,120,Orlando Magic,115
400900414,2017-03-16,Golden State,122,Orlando Magic,92
400900421,2017-03-17,Phoenix,103,Orlando Magic,109
400900440,2017-03-20,Orlando Magic,112,Philadelphia,109
400900454,2017-03-22,Orlando Magic,102,Charlotte,109
400900469,2017-03-24,Orlando Magic,115,Detroit,87
400900492,2017-03-27,Toronto,131,Orlando Magic,112
400900507,2017-03-29,Orlando Magic,106,Oklahoma City,114
400900524,2017-03-31,Boston,117,Orlando Magic,116
400899396,2017-04-01,Brooklyn,121,Orlando Magic,111
400900534,2017-04-04,Cleveland,122,Orlando Magic,102
400900552,2017-04-06,Orlando Magic,115,Brooklyn,107
400900568,2017-04-08,Orlando Magic,112,Indiana,127
400900584,2017-04-10,Chicago,122,Orlando Magic,75
400900595,2017-04-12,Orlando Magic,113,Detroit,109
400899420,2017-10-27,Atlanta,114,Washington Wizards,99
400899489,2017-10-30,Memphis,112,Washington Wizards,103
400899505,2017-11-02,Washington Wizards,103,Toronto,113
400899520,2017-11-04,Washington Wizards,95,Atlanta,92
400899531,2017-11-05,Orlando,88,Washington Wizards,86
400899544,2017-11-07,Washington Wizards,106,Houston,114
400899557,2017-11-09,Washington Wizards,118,Boston,93
400899572,2017-11-11,Washington Wizards,94,Cleveland,105
400899583,2017-11-12,Chicago,106,Washington Wizards,95
400899608,2017-11-16,Philadelphia,109,Washington Wizards,102
400899619,2017-11-17,Washington Wizards,119,NY Knicks,112
400899636,2017-11-19,Washington Wizards,111,Miami,114
400899650,2017-11-21,Washington Wizards,106,Phoenix,101
400899676,2017-11-25,Orlando,91,Washington Wizards,94
400899690,2017-11-26,Washington Wizards,100,San Antonio,112
400899703,2017-11-28,Washington Wizards,101,Sacramento,95
400899720,2017-11-30,Oklahoma City,126,Washington Wizards,115
400899731,2017-12-02,San Antonio,107,Washington Wizards,105
400899748,2017-12-05,Brooklyn,113,Washington Wizards,118
400899757,2017-12-06,Washington Wizards,116,Orlando,124
400899774,2017-12-08,Washington Wizards,92,Denver,85
400899788,2017-12-10,Washington Wizards,110,Milwaukee,105
400899805,2017-12-12,Miami,112,Washington Wizards,101
400899817,2017-12-14,Washington Wizards,109,Charlotte,106
400899831,2017-12-16,Washington Wizards,122,Detroit,108
400899848,2017-12-18,Washington Wizards,117,LA,110
400899855,2017-12-19,Indiana,107,Washington Wizards,105
400899874,2017-12-21,Chicago,97,Washington Wizards,107
400899889,2017-12-23,Milwaukee,123,Washington Wizards,96
400899903,2017-12-26,Washington Wizards,107,Milwaukee,102
400899918,2017-12-28,Washington Wizards,111,Indiana,105
400899935,2017-12-30,Washington Wizards,118,Brooklyn,95
400899417,2017-01-02,Houston,101,Washington Wizards,91
400899427,2017-01-03,Dallas,113,Washington Wizards,105
400899965,2017-01-06,Washington Wizards,112,Minnesota,105
400899983,2017-01-08,Milwaukee,101,Washington Wizards,107
400899992,2017-01-10,Washington Wizards,101,Chicago,99
400900004,2017-01-11,Boston,117,Washington Wizards,108
400900024,2017-01-14,Washington Wizards,109,Philadelphia,93
400900035,2017-01-16,Washington Wizards,120,Portland,101
400900049,2017-01-18,Washington Wizards,104,Memphis,101
400900059,2017-01-19,NY Knicks,110,Washington Wizards,113
400900072,2017-01-21,Detroit,113,Washington Wizards,112
400900086,2017-01-23,Charlotte,99,Washington Wizards,109
400900097,2017-01-24,Washington Wizards,123,Boston,108
400900123,2017-01-27,Atlanta,86,Washington Wizards,112
400900135,2017-01-29,New Orleans,94,Washington Wizards,107
400900145,2017-01-31,Washington Wizards,117,NY Knicks,101
400899446,2017-02-02,Washington Wizards,116,Los Angeles,108
400900160,2017-02-04,Washington Wizards,105,New Orleans,91
400900174,2017-02-06,Washington Wizards,135,Cleveland,140
400900189,2017-02-08,Brooklyn,110,Washington Wizards,114
400900210,2017-02-10,Washington Wizards,112,Indiana,107
400900225,2017-02-13,Washington Wizards,120,Oklahoma City,98
400900254,2017-02-16,Indiana,98,Washington Wizards,111
400900262,2017-02-24,Philadelphia,120,Washington Wizards,112
400900283,2017-02-26,Washington Wizards,92,Utah,102
400900295,2017-02-28,Washington Wizards,112,Golden State,108
400899393,2017-03-01,Toronto,96,Washington Wizards,105
400900305,2017-03-03,Washington Wizards,106,Toronto,114
400900325,2017-03-05,Washington Wizards,115,Orlando,114
400900343,2017-03-07,Phoenix,127,Washington Wizards,131
400900353,2017-03-08,Denver,113,Washington Wizards,123
400900367,2017-03-10,Sacramento,122,Washington Wizards,130
400900378,2017-03-11,Portland,124,Washington Wizards,125
400900390,2017-03-13,Minnesota,119,Washington Wizards,104
400900399,2017-03-15,Washington Wizards,107,Dallas,112
400900416,2017-03-17,Washington Wizards,112,Chicago,107
400900425,2017-03-18,Charlotte,98,Washington Wizards,93
400900442,2017-03-20,Boston,110,Washington Wizards,102
400900458,2017-03-22,Washington Wizards,104,Atlanta,100
400900467,2017-03-24,Washington Wizards,129,Brooklyn,108
400900478,2017-03-25,Cleveland,115,Washington Wizards,127
400900505,2017-03-28,Los Angeles,108,Washington Wizards,119
400900514,2017-03-29,LA,133,Washington Wizards,124
400900529,2017-03-31,Utah,95,Washington Wizards,88
400899474,2017-04-02,Golden State,139,Washington Wizards,115
400900533,2017-04-04,Washington Wizards,118,Charlotte,111
400900554,2017-04-06,NY Knicks,103,Washington Wizards,106
400900570,2017-04-08,Washington Wizards,103,Miami,106
400900586,2017-04-10,Detroit,101,Washington Wizards,105
400900599,2017-04-12,Miami,110,Washington Wizards,102
400899388,2017-10-26,New Orleans,102,Denver Nuggets,107
400899483,2017-10-29,Denver Nuggets,113,Portland,115
400899492,2017-10-31,Toronto,105,Denver Nuggets,102
400899517,2017-11-03,Minnesota,99,Denver Nuggets,102
400899532,2017-11-05,Detroit,103,Denver Nuggets,86
400899541,2017-11-06,Boston,107,Denver Nuggets,123
400899552,2017-11-08,Memphis,108,Denver Nuggets,107
400899569,2017-11-10,Denver Nuggets,101,Golden State,125
400899588,2017-11-12,Denver Nuggets,95,Detroit,106
400899594,2017-11-13,Portland,112,Denver Nuggets,105
400899616,2017-11-16,Denver Nuggets,120,Phoenix,104
400899631,2017-11-18,Denver Nuggets,111,Toronto,113
400899647,2017-11-20,Denver Nuggets,105,Utah,91
400899660,2017-11-22,Denver Nuggets,110,Chicago,107
400899671,2017-11-23,Utah,108,Denver Nuggets,83
400899685,2017-11-25,Denver Nuggets,129,Oklahoma City,132
400899696,2017-11-27,Phoenix,114,Denver Nuggets,120
400899723,2017-11-30,Denver Nuggets,98,Miami,106
400899732,2017-12-02,Denver Nuggets,110,Houston,128
400899739,2017-12-03,Utah,105,Denver Nuggets,98
400899746,2017-12-05,Philadelphia,98,Denver Nuggets,106
400899765,2017-12-07,Brooklyn,116,Denver Nuggets,111
400899774,2017-12-08,Washington,92,Denver Nuggets,85
400899789,2017-12-10,Orlando,113,Denver Nuggets,121
400899807,2017-12-12,Dallas,112,Denver Nuggets,92
400899828,2017-12-15,Denver Nuggets,132,Portland,120
400899846,2017-12-17,Denver Nuggets,127,NY Knicks,114
400899859,2017-12-19,Denver Nuggets,117,Dallas,107
400899868,2017-12-20,LA,119,Denver Nuggets,102
400899893,2017-12-23,Denver Nuggets,108,Atlanta,109
400899912,2017-12-26,LA,102,Denver Nuggets,106
400899925,2017-12-28,Denver Nuggets,105,Minnesota,103
400899942,2017-12-30,Denver Nuggets,122,Philadelphia,124
400899419,2017-01-02,Golden State,127,Denver Nuggets,119
400899450,2017-01-03,Denver Nuggets,113,Sacramento,120
400899964,2017-01-05,Denver Nuggets,99,San Antonio,127
400899976,2017-01-07,Oklahoma City,121,Denver Nuggets,106
400900010,2017-01-12,Denver Nuggets,140,Indiana,112
400900038,2017-01-16,Denver Nuggets,125,Orlando,112
400900047,2017-01-17,Los Angeles,121,Denver Nuggets,127
400900060,2017-01-19,San Antonio,118,Denver Nuggets,104
400900079,2017-01-21,Denver Nuggets,123,LA,98
400900085,2017-01-22,Minnesota,111,Denver Nuggets,108
400900099,2017-01-24,Denver Nuggets,103,Utah,93
400900113,2017-01-26,Denver Nuggets,127,Phoenix,120
400900130,2017-01-28,Phoenix,112,Denver Nuggets,123
400900150,2017-01-31,Los Angeles,120,Denver Nuggets,116
400899404,2017-02-01,Denver Nuggets,99,Memphis,119
400900157,2017-02-03,Denver Nuggets,121,Milwaukee,117
400900167,2017-02-04,San Antonio,121,Denver Nuggets,97
400900181,2017-02-06,Denver Nuggets,110,Dallas,87
400900190,2017-02-08,Atlanta,117,Denver Nuggets,106
400900205,2017-02-10,NY Knicks,123,Denver Nuggets,131
400900216,2017-02-11,Cleveland,125,Denver Nuggets,109
400900232,2017-02-13,Denver Nuggets,132,Golden State,110
400900248,2017-02-15,Denver Nuggets,99,Minnesota,112
400900261,2017-02-23,Sacramento,116,Denver Nuggets,100
400900270,2017-02-24,Denver Nuggets,129,Brooklyn,109
400900282,2017-02-26,Denver Nuggets,98,Memphis,105
400900297,2017-02-28,Chicago,107,Denver Nuggets,125
400899405,2017-03-01,Milwaukee,98,Denver Nuggets,110
400900318,2017-03-04,Denver Nuggets,102,Charlotte,112
400900338,2017-03-06,Denver Nuggets,108,Sacramento,96
400900353,2017-03-08,Denver Nuggets,113,Washington,123
400900365,2017-03-10,Denver Nuggets,119,Boston,99
400900379,2017-03-11,Sacramento,92,Denver Nuggets,105
400900393,2017-03-13,Denver Nuggets,129,Los Angeles,101
400900413,2017-03-16,Denver Nuggets,129,LA,114
400900429,2017-03-18,Denver Nuggets,105,Houston,109
400900443,2017-03-20,Houston,125,Denver Nuggets,124
400900459,2017-03-22,Denver Nuggets,126,Cleveland,113
400900470,2017-03-24,Indiana,117,Denver Nuggets,125
400900490,2017-03-26,Denver Nuggets,90,New Orleans,115
400900504,2017-03-28,Portland,122,Denver Nuggets,113
400900522,2017-03-31,Charlotte,122,Denver Nuggets,114
400899444,2017-04-02,Miami,113,Denver Nuggets,116
400900536,2017-04-04,New Orleans,131,Denver Nuggets,134
400900546,2017-04-05,Houston,110,Denver Nuggets,104
400900562,2017-04-07,Denver Nuggets,122,New Orleans,106
400900576,2017-04-09,Denver Nuggets,105,Oklahoma City,106
400900592,2017-04-11,Dallas,91,Denver Nuggets,109
400900603,2017-04-12,Oklahoma City,105,Denver Nuggets,111
400899386,2017-10-26,Memphis,102,Minnesota Timberwolves,98
400899484,2017-10-29,Sacramento,106,Minnesota Timberwolves,103
400899502,2017-11-01,Minnesota Timberwolves,116,Memphis,80
400899517,2017-11-03,Minnesota Timberwolves,99,Denver,102
400899529,2017-11-05,Oklahoma City,112,Minnesota Timberwolves,92
400899551,2017-11-08,Brooklyn,119,Minnesota Timberwolves,110
400899559,2017-11-09,Orlando,107,Minnesota Timberwolves,123
400899585,2017-11-12,Minnesota Timberwolves,105,LA,119
400899592,2017-11-13,Minnesota Timberwolves,125,Los Angeles,99
400899605,2017-11-15,Minnesota Timberwolves,108,Charlotte,115
400899622,2017-11-17,Minnesota Timberwolves,110,Philadelphia,86
400899640,2017-11-19,Memphis,93,Minnesota Timberwolves,71
400899655,2017-11-21,Minnesota Timberwolves,93,Boston,99
400899672,2017-11-23,New Orleans,117,Minnesota Timberwolves,96
400899686,2017-11-25,Phoenix,85,Minnesota Timberwolves,98
400899694,2017-11-26,Golden State,115,Minnesota Timberwolves,102
400899708,2017-11-28,Minnesota Timberwolves,103,Utah,112
400899721,2017-11-30,Minnesota Timberwolves,104,NY Knicks,106
400899727,2017-12-02,NY Knicks,118,Minnesota Timberwolves,114
400899734,2017-12-03,Charlotte,120,Minnesota Timberwolves,125
400899761,2017-12-06,Minnesota Timberwolves,91,San Antonio,105
400899773,2017-12-08,Toronto,124,Minnesota Timberwolves,110
400899784,2017-12-09,Minnesota Timberwolves,90,Detroit,117
400899800,2017-12-11,Minnesota Timberwolves,108,Golden State,116
400899812,2017-12-13,Chicago,94,Minnesota Timberwolves,99
400899845,2017-12-17,Minnesota Timberwolves,109,Houston,111
400899858,2017-12-19,Minnesota Timberwolves,115,Phoenix,108
400899872,2017-12-21,Atlanta,84,Minnesota Timberwolves,92
400899892,2017-12-23,Minnesota Timberwolves,105,Sacramento,109
400899901,2017-12-25,Oklahoma City,112,Minnesota Timberwolves,100
400899910,2017-12-26,Minnesota Timberwolves,104,Atlanta,90
400899925,2017-12-28,Denver,105,Minnesota Timberwolves,103
400899939,2017-12-30,Minnesota Timberwolves,116,Milwaukee,99
400899385,2017-01-01,Minnesota Timberwolves,89,Portland,95
400899421,2017-01-03,Philadelphia,93,Minnesota Timberwolves,91
400899965,2017-01-06,Washington,112,Minnesota Timberwolves,105
400899977,2017-01-07,Minnesota Timberwolves,92,Utah,94
400899991,2017-01-09,Minnesota Timberwolves,101,Dallas,92
400900003,2017-01-11,Minnesota Timberwolves,119,Houston,105
400900017,2017-01-13,Minnesota Timberwolves,96,Oklahoma City,86
400900029,2017-01-15,Dallas,98,Minnesota Timberwolves,87
400900046,2017-01-17,San Antonio,122,Minnesota Timberwolves,114
400900061,2017-01-19,LA,101,Minnesota Timberwolves,104
400900085,2017-01-22,Minnesota Timberwolves,111,Denver,108
400900100,2017-01-24,Phoenix,111,Minnesota Timberwolves,112
400900112,2017-01-26,Minnesota Timberwolves,103,Indiana,109
400900131,2017-01-28,Minnesota Timberwolves,129,Brooklyn,109
400900141,2017-01-30,Minnesota Timberwolves,111,Orlando,105
400899369,2017-02-01,Cleveland,125,Minnesota Timberwolves,97
400900153,2017-02-03,Detroit,116,Minnesota Timberwolves,108
400900168,2017-02-04,Minnesota Timberwolves,99,Memphis,107
400900180,2017-02-06,Minnesota Timberwolves,113,Miami,115
400900195,2017-02-08,Minnesota Timberwolves,112,Toronto,109
400900209,2017-02-10,Minnesota Timberwolves,106,New Orleans,122
400900221,2017-02-12,Minnesota Timberwolves,117,Chicago,89
400900237,2017-02-14,Minnesota Timberwolves,108,Cleveland,116
400900248,2017-02-15,Denver,99,Minnesota Timberwolves,112
400900268,2017-02-24,Minnesota Timberwolves,97,Dallas,84
400900278,2017-02-25,Houston,142,Minnesota Timberwolves,130
400900294,2017-02-27,Sacramento,88,Minnesota Timberwolves,102
400899442,2017-03-01,Utah,80,Minnesota Timberwolves,107
400900320,2017-03-04,San Antonio,97,Minnesota Timberwolves,90
400900350,2017-03-08,Minnesota Timberwolves,107,LA,91
400900363,2017-03-10,Minnesota Timberwolves,103,Golden State,102
400900373,2017-03-11,Milwaukee,102,Minnesota Timberwolves,95
400900390,2017-03-13,Minnesota Timberwolves,119,Washington,104
400900401,2017-03-15,Boston,117,Minnesota Timberwolves,104
400900420,2017-03-17,Miami,123,Minnesota Timberwolves,105
400900434,2017-03-19,New Orleans,123,Minnesota Timberwolves,109
400900451,2017-03-21,Minnesota Timberwolves,93,San Antonio,100
400900475,2017-03-24,Los Angeles,130,Minnesota Timberwolves,119
400900481,2017-03-25,Portland,112,Minnesota Timberwolves,100
400900499,2017-03-28,Indiana,114,Minnesota Timberwolves,115
400900518,2017-03-30,Minnesota Timberwolves,119,Los Angeles,104
400899399,2017-04-01,Minnesota Timberwolves,117,Sacramento,123
400946146,2017-04-03,Minnesota Timberwolves,110,Portland,109
400900540,2017-04-04,Golden State,121,Minnesota Timberwolves,107
400900556,2017-04-06,Portland,105,Minnesota Timberwolves,98
400900563,2017-04-07,Utah,120,Minnesota Timberwolves,113
400900580,2017-04-09,Los Angeles,110,Minnesota Timberwolves,109
400900591,2017-04-11,Minnesota Timberwolves,98,Oklahoma City,100
400900602,2017-04-12,Houston,123,Minnesota Timberwolves,118
400899389,2017-10-26,Philadelphia,97,Oklahoma City Thunder,103
400899455,2017-10-28,Oklahoma City Thunder,113,Phoenix,110
400899490,2017-10-30,Oklahoma City Thunder,113,Los Angeles,96
400899514,2017-11-02,LA,83,Oklahoma City Thunder,85
400899519,2017-11-03,Golden State,122,Oklahoma City Thunder,96
400899529,2017-11-05,Oklahoma City Thunder,112,Minnesota,92
400899547,2017-11-07,Oklahoma City Thunder,97,Miami,85
400899562,2017-11-09,Oklahoma City Thunder,102,Toronto,112
400899576,2017-11-11,Oklahoma City Thunder,108,LA,110
400899591,2017-11-13,Oklahoma City Thunder,117,Orlando,119
400899597,2017-11-14,Detroit,104,Oklahoma City Thunder,88
400899614,2017-11-16,Oklahoma City Thunder,105,Houston,103
400899628,2017-11-18,Oklahoma City Thunder,124,Brooklyn,105
400899645,2017-11-20,Oklahoma City Thunder,111,Indiana,115
400899661,2017-11-22,Los Angeles,111,Oklahoma City Thunder,109
400899674,2017-11-23,Sacramento,116,Oklahoma City Thunder,101
400899685,2017-11-25,Denver,129,Oklahoma City Thunder,132
400899692,2017-11-26,Oklahoma City Thunder,106,Detroit,88
400899705,2017-11-28,NY Knicks,103,Oklahoma City Thunder,112
400899720,2017-11-30,Oklahoma City Thunder,126,Washington,115
400899743,2017-12-04,Oklahoma City Thunder,101,New Orleans,92
400899749,2017-12-05,Atlanta,99,Oklahoma City Thunder,102
400899783,2017-12-09,Oklahoma City Thunder,99,Houston,102
400899799,2017-12-11,Oklahoma City Thunder,99,Boston,96
400899815,2017-12-13,Portland,114,Oklahoma City Thunder,95
400899824,2017-12-14,Utah,109,Oklahoma City Thunder,89
400899841,2017-12-17,Oklahoma City Thunder,114,Phoenix,101
400899857,2017-12-19,Oklahoma City Thunder,108,Atlanta,110
400899875,2017-12-21,New Orleans,110,Oklahoma City Thunder,121
400899887,2017-12-23,Boston,112,Oklahoma City Thunder,117
400899901,2017-12-25,Oklahoma City Thunder,112,Minnesota,100
400899915,2017-12-27,Miami,94,Oklahoma City Thunder,106
400899929,2017-12-29,Memphis,114,Oklahoma City Thunder,80
400899949,2017-12-31,Oklahoma City Thunder,114,LA,88
400899410,2017-01-02,Milwaukee,98,Oklahoma City Thunder,94
400899950,2017-01-04,Charlotte,123,Oklahoma City Thunder,112
400899961,2017-01-05,Houston,118,Oklahoma City Thunder,116
400899976,2017-01-07,Oklahoma City Thunder,121,Denver,106
400899990,2017-01-09,Chicago,94,Oklahoma City Thunder,109
400900002,2017-01-11,Oklahoma City Thunder,103,Memphis,95
400900017,2017-01-13,Minnesota,96,Oklahoma City Thunder,86
400900031,2017-01-15,Sacramento,118,Oklahoma City Thunder,122
400900042,2017-01-16,LA,120,Oklahoma City Thunder,98
400900055,2017-01-18,Golden State,121,Oklahoma City Thunder,100
400900094,2017-01-23,Utah,95,Oklahoma City Thunder,97
400900107,2017-01-25,New Orleans,105,Oklahoma City Thunder,114
400900111,2017-01-26,Oklahoma City Thunder,109,Dallas,98
400900133,2017-01-29,Cleveland,107,Oklahoma City Thunder,91
400900148,2017-01-31,San Antonio,108,Oklahoma City Thunder,94
400899433,2017-02-01,Oklahoma City Thunder,100,Chicago,128
400900155,2017-02-03,Oklahoma City Thunder,114,Memphis,102
400900172,2017-02-05,Oklahoma City Thunder,105,Portland,99
400900175,2017-02-06,Indiana,93,Oklahoma City Thunder,90
400900201,2017-02-09,Oklahoma City Thunder,118,Cleveland,109
400900218,2017-02-11,Oklahoma City Thunder,114,Golden State,130
400900225,2017-02-13,Washington,120,Oklahoma City Thunder,98
400900251,2017-02-15,Oklahoma City Thunder,116,NY Knicks,105
400900267,2017-02-24,Oklahoma City Thunder,110,Los Angeles,93
400900286,2017-02-26,Oklahoma City Thunder,118,New Orleans,110
400900299,2017-02-28,Oklahoma City Thunder,109,Utah,106
400900303,2017-03-02,Portland,114,Oklahoma City Thunder,109
400900311,2017-03-03,Phoenix,118,Oklahoma City Thunder,111
400900327,2017-03-05,Dallas,104,Oklahoma City Thunder,89
400900341,2017-03-07,Oklahoma City Thunder,121,Portland,126
400900357,2017-03-09,Oklahoma City Thunder,102,San Antonio,92
400900368,2017-03-11,Oklahoma City Thunder,112,Utah,104
400900395,2017-03-14,Brooklyn,104,Oklahoma City Thunder,122
400900410,2017-03-16,Toronto,102,Oklahoma City Thunder,123
400900423,2017-03-18,Oklahoma City Thunder,110,Sacramento,94
400900444,2017-03-20,Oklahoma City Thunder,95,Golden State,111
400900457,2017-03-22,Oklahoma City Thunder,122,Philadelphia,97
400900486,2017-03-26,Houston,137,Oklahoma City Thunder,125
400900495,2017-03-27,Dallas,91,Oklahoma City Thunder,92
400900507,2017-03-29,Orlando,106,Oklahoma City Thunder,114
400900530,2017-03-31,Oklahoma City Thunder,95,San Antonio,100
400899406,2017-04-02,Oklahoma City Thunder,101,Charlotte,113
400900537,2017-04-04,Oklahoma City Thunder,110,Milwaukee,79
400900545,2017-04-05,Memphis,100,Oklahoma City Thunder,103
400900564,2017-04-07,Phoenix,120,Oklahoma City Thunder,99
400900576,2017-04-09,Denver,105,Oklahoma City Thunder,106
400900591,2017-04-11,Minnesota,98,Oklahoma City Thunder,100
400900603,2017-04-12,Oklahoma City Thunder,105,Denver,111
400899376,2017-10-25,Portland Trail Blazers,113,Utah,104
400899426,2017-10-27,Portland Trail Blazers,106,LA,114
400899483,2017-10-29,Denver,113,Portland Trail Blazers,115
400899504,2017-11-01,Portland Trail Blazers,104,Golden State,127
400899513,2017-11-02,Phoenix,118,Portland Trail Blazers,115
400899526,2017-11-04,Dallas,95,Portland Trail Blazers,105
400899538,2017-11-06,Memphis,94,Portland Trail Blazers,100
400899553,2017-11-08,Portland Trail Blazers,124,Phoenix,121
400899565,2017-11-09,LA,111,Portland Trail Blazers,80
400899578,2017-11-11,Portland Trail Blazers,122,Sacramento,120
400899594,2017-11-13,Portland Trail Blazers,112,Denver,105
400899606,2017-11-15,Portland Trail Blazers,88,Chicago,113
400899621,2017-11-17,Houston,126,Portland Trail Blazers,109
400899627,2017-11-18,New Orleans,113,Portland Trail Blazers,101
400899644,2017-11-20,Brooklyn,109,Portland Trail Blazers,129
400899658,2017-11-22,NY Knicks,107,Portland Trail Blazers,103
400899665,2017-11-23,Cleveland,137,Portland Trail Blazers,125
400899687,2017-11-25,Portland Trail Blazers,119,New Orleans,104
400899701,2017-11-27,Portland Trail Blazers,114,Houston,130
400899725,2017-11-30,Portland Trail Blazers,131,Indiana,109
400899740,2017-12-03,Portland Trail Blazers,99,Miami,92
400899750,2017-12-05,Chicago,110,Portland Trail Blazers,112
400899767,2017-12-07,Milwaukee,115,Portland Trail Blazers,107
400899775,2017-12-08,Memphis,88,Portland Trail Blazers,86
400899790,2017-12-10,Indiana,118,Portland Trail Blazers,111
400899808,2017-12-12,LA,121,Portland Trail Blazers,120
400899815,2017-12-13,Portland Trail Blazers,114,Oklahoma City,95
400899828,2017-12-15,Denver,132,Portland Trail Blazers,120
400899847,2017-12-17,Golden State,135,Portland Trail Blazers,90
400899870,2017-12-20,Sacramento,126,Portland Trail Blazers,121
400899878,2017-12-21,Portland Trail Blazers,95,Dallas,96
400899896,2017-12-23,Portland Trail Blazers,90,San Antonio,110
400899911,2017-12-26,Portland Trail Blazers,91,Toronto,95
400899926,2017-12-28,Portland Trail Blazers,102,Sacramento,89
400899941,2017-12-30,San Antonio,110,Portland Trail Blazers,94
400899385,2017-01-01,Minnesota,89,Portland Trail Blazers,95
400899955,2017-01-04,Golden State,125,Portland Trail Blazers,117
